player_name,player_id,team_id,match_id,innings,overs,maidens,runs,wickets,economy,wides,no_ball
Azmatullah Omarzai,7,1,42,2,1.0,0,8,0,8.0,0,0
Rashid Khan,10,1,42,2,10.0,1,37,2,3.7,1,0
Noor Ahmad,15,1,42,2,9.0,0,49,0,5.44,3,0
Rahmat Shah,9,1,42,2,1.0,0,12,0,12.0,0,0
Josh Hazlewood,28,2,43,1,7.0,1,21,0,3.0,0,0
Pat Cummins,27,2,43,1,8.0,0,56,0,7.0,4,0
Sean Abbott,22,2,43,1,10.0,0,61,2,6.1,0,1
Mitchell Marsh,24,2,43,1,4.0,0,48,0,12.0,2,1
Adam Zampa,30,2,43,1,10.0,0,32,2,3.2,0,0
Travis Head,17,2,43,1,6.0,0,33,0,5.5,0,0
Marcus Stoinis,26,2,43,1,5.0,0,45,1,9.0,2,0
Taskin Ahmed,47,3,43,2,10.0,0,61,1,6.1,1,0
Mahedi Hasan,38,3,43,2,9.0,0,38,0,4.22,1,0
Nasum Ahmed,44,3,43,2,10.0,0,85,0,8.5,1,0
Mehidy Hasan Miraz,40,3,43,2,6.0,0,47,0,7.83,0,0
Mustafizur Rahman,43,3,43,2,9.4,1,76,1,7.86,1,0
Shaheen Shah Afridi,127,8,44,1,10.0,1,72,2,7.2,0,0
Haris Rauf,125,8,44,1,10.0,0,64,3,6.4,3,0
Iftikhar Ahmed,117,8,44,1,7.0,0,38,1,5.42,0,0
Mohammad Wasim,123,8,44,1,10.0,0,74,2,7.4,1,0
Shadab Khan,124,8,44,1,10.0,0,57,0,5.7,0,0
Agha Salman,121,8,44,1,3.0,0,25,0,8.33,0,0
David Willey,59,4,44,2,10.0,0,56,3,5.6,2,0
Chris Woakes,60,4,44,2,5.3,0,27,1,4.9,0,0
Adil Rashid,62,4,44,2,10.0,0,55,2,5.5,1,0
Gus Atkinson,61,4,44,2,8.0,0,45,2,5.62,2,0
Moeen Ali,54,4,44,2,10.0,0,60,2,6.0,0,0
Aryan Dutt,93,6,45,1,7.0,0,52,0,7.42,1,0
Logan van Beek,95,6,45,1,10.0,0,107,0,10.7,1,0
Colin Ackermann,87,6,45,1,3.0,0,25,0,8.33,1,0
Paul van Meekeren,96,6,45,1,10.0,0,90,1,9.0,2,1
Roelof van der Merwe,92,6,45,1,10.0,0,53,1,5.3,0,0
Bas de Leede,88,6,45,1,10.0,0,82,2,8.2,8,0
Jasprit Bumrah,76,5,45,2,9.0,1,33,2,3.66,1,0
Mohammed Siraj,79,5,45,2,6.0,1,29,2,4.83,1,0
Mohammed Shami,78,5,45,2,6.0,0,41,0,6.83,1,0
Kuldeep Yadav,77,5,45,2,10.0,1,41,2,4.1,0,0
Ravindra Jadeja,73,5,45,2,9.0,0,49,2,5.44,1,0
Virat Kohli,68,5,45,2,3.0,0,13,1,4.33,0,0
Shubman Gill,70,5,45,2,2.0,0,11,0,5.5,0,0
Suryakumar Yadav,71,5,45,2,2.0,0,17,0,8.5,0,0
Rohit Sharma,65,5,45,2,0.5,0,7,1,8.4,0,0
Trent Boult,108,7,46,1,10.0,0,86,1,8.6,2,0
Tim Southee,112,7,46,1,10.0,0,100,3,10.0,1,0
Mitchell Santner,107,7,46,1,10.0,1,51,0,5.1,0,0
Lockie Ferguson,109,7,46,1,8.0,0,65,0,8.12,1,0
Rachin Ravindra,106,7,46,1,7.0,0,60,0,8.57,2,0
Glenn Phillips,105,7,46,1,5.0,0,33,0,6.6,0,0
Jasprit Bumrah,76,5,46,2,10.0,1,64,1,6.4,6,0
Mohammed Siraj,79,5,46,2,9.0,0,78,1,8.66,3,0
Mohammed Shami,78,5,46,2,9.5,0,57,7,5.79,2,0
Ravindra Jadeja,73,5,46,2,10.0,0,63,0,6.3,0,1
Kuldeep Yadav,77,5,46,2,10.0,0,56,1,5.6,0,0
Mitchell Starc,29,2,47,1,10.0,1,34,3,3.4,4,0
Josh Hazlewood,28,2,47,1,8.0,3,12,2,1.5,0,0
Pat Cummins,27,2,47,1,9.4,0,51,3,5.27,2,0
Adam Zampa,30,2,47,1,7.0,0,55,0,7.85,0,0
Glenn Maxwell,25,2,47,1,10.0,0,35,0,3.5,0,0
Travis Head,17,2,47,1,5.0,0,21,2,4.2,1,0
Marco Jansen,136,9,47,2,4.2,0,35,0,8.07,4,0
Kagiso Rabada,141,9,47,2,6.0,0,41,1,6.83,1,1
Aiden Markram,133,9,47,2,8.0,1,23,1,2.87,1,0
Gerald Coetzee,138,9,47,2,9.0,0,47,2,5.22,1,1
Tabraiz Shamsi,142,9,47,2,10.0,0,42,2,4.2,5,0
Keshav Maharaj,139,9,47,2,10.0,0,24,1,2.4,0,0
Mitchell Starc,29,2,48,1,10.0,0,55,3,5.5,3,0
Josh Hazlewood,28,2,48,1,10.0,0,60,2,6.0,1,0
Glenn Maxwell,25,2,48,1,6.0,0,35,1,5.83,0,0
Pat Cummins,27,2,48,1,10.0,0,34,2,3.4,2,0
Adam Zampa,30,2,48,1,10.0,0,44,1,4.4,1,0
Mitchell Marsh,24,2,48,1,2.0,0,5,0,2.5,0,0
Travis Head,17,2,48,1,2.0,0,4,0,2.0,0,0
Jasprit Bumrah,76,5,48,2,9.0,2,43,2,4.77,0,0
Mohammed Shami,78,5,48,2,7.0,1,47,1,6.71,3,0
Ravindra Jadeja,73,5,48,2,10.0,0,43,0,4.3,1,0
Kuldeep Yadav,77,5,48,2,10.0,0,56,0,5.6,0,0
Mohammed Siraj,79,5,48,2,7.0,0,45,1,6.42,0,0
