player_name,player_id,team_id,match_id,runs,balls_faced,fours,sixes,strike_rate,dnb,is_out,dismissal_type
Tom Latham,99,7,16,68,74,3,2,91.89,0,1, b Naveen-ul-Haq
Glenn Phillips,105,7,16,71,80,4,4,88.75,0,1,c Rashid Khan b Naveen-ul-Haq
Mark Chapman,102,7,16,25,12,2,1,208.33,0,0,
Mitchell Santner,107,7,16,7,5,1,0,140.00,0,0,
Tom Latham,99,7,16,0,0,0,0,0,1,0,
Matt Henry,113,7,16,0,0,0,0,0,1,0,
Lockie Ferguson,109,7,16,0,0,0,0,0,1,0,
Trent Boult,108,7,16,0,0,0,0,0,1,0,
Rahmanullah Gurbaz,5,1,16,11,21,0,1,52.38,0,1, b Henry
Ibrahim Zadran,2,1,16,14,15,2,0,93.33,0,1,c Santner b Boult
Rahmat Shah,9,1,16,36,62,1,0,58.06,0,1,c & b Ravindra
Hashmatullah Shahidi,1,1,16,8,29,1,0,27.58,0,1,c Santner b Ferguson
Azmatullah Omarzai,7,1,16,27,32,2,0,84.37,0,1,c †Latham b Boult
Ikram Alikhil,3,1,16,19,21,3,0,90.47,0,0,
Mohammad Nabi,8,1,16,7,9,1,0,77.77,0,1, b Santner
Rashid Khan,10,1,16,8,13,0,1,61.53,0,1,c Mitchell b Ferguson
Mujeeb Ur Rahman,13,1,16,4,3,1,0,133.33,0,1,c Young b Ferguson
Naveen-ul-Haq,14,1,16,0,1,0,0,0.00,0,1,c Chapman b Santner
Fazalhaq Farooqi,12,1,16,0,2,0,0,0.00,0,1,c Mitchell b Santner
Tanzid Hasan,36,3,17,51,43,5,3,118.60,0,1,lbw b Kuldeep Yadav
Litton Das,34,3,17,66,82,7,0,80.48,0,1,c Shubman Gill b Jadeja
Najmul Hossain Shanto,32,3,17,8,17,0,0,47.05,0,1,lbw b Jadeja
Mehidy Hasan Miraz,40,3,17,3,13,0,0,23.07,0,1,c †Rahul b Mohammed Siraj
Towhid Hridoy,37,3,17,16,35,0,0,45.71,0,1,c Shubman Gill b Thakur
Mushfiqur Rahim,35,3,17,38,46,1,1,82.60,0,1,c Jadeja b Bumrah
Mahmudullah,39,3,17,46,36,3,3,127.77,0,1, b Bumrah
Nasum Ahmed,44,3,17,14,18,2,0,77.77,0,1,c †Rahul b Mohammed Siraj
Mustafizur Rahman,43,3,17,1,7,0,0,14.28,0,0,
Shoriful Islam,45,3,17,7,3,0,1,233.33,0,0,
Najmul Hossain Shanto,32,3,17,0,0,0,0,0,1,0,
Mushfiqur Rahim,35,3,17,0,0,0,0,0,1,0,
Hasan Mahmud,42,3,17,0,0,0,0,0,1,0,
Rohit Sharma,65,5,17,48,40,7,2,120.00,0,1,c Towhid Hridoy b Hasan Mahmud
Shubman Gill,70,5,17,53,55,5,2,96.36,0,1,c Mahmudullah b Mehidy Hasan Miraz
Virat Kohli,68,5,17,103,97,6,4,106.18,0,0,
Shreyas Iyer,67,5,17,19,25,2,0,76.00,0,1,c Mahmudullah b Mehidy Hasan Miraz
KL Rahul,69,5,17,34,34,3,1,100.00,0,0,
Rohit Sharma,65,5,17,0,0,0,0,0,1,0,
KL Rahul,69,5,17,0,0,0,0,0,1,0,
Hardik Pandya,74,5,17,0,0,0,0,0,1,0,
Ravindra Jadeja,73,5,17,0,0,0,0,0,1,0,
Shardul Thakur,81,5,17,0,0,0,0,0,1,0,
Jasprit Bumrah,76,5,17,0,0,0,0,0,1,0,
Kuldeep Yadav,77,5,17,0,0,0,0,0,1,0,
Mohammed Siraj,79,5,17,0,0,0,0,0,1,0,
David Warner,21,2,18,163,124,14,9,131.45,0,1,c sub (Shadab Khan) b Haris Rauf
Mitchell Marsh,24,2,18,121,108,10,9,112.03,0,1,c Usama Mir b Shaheen Shah Afridi
Glenn Maxwell,25,2,18,0,1,0,0,0.00,0,1,c Babar Azam b Shaheen Shah Afridi
Steven Smith,20,2,18,7,9,0,0,77.77,0,1,c & b Usama Mir
Marcus Stoinis,26,2,18,21,24,1,1,87.50,0,1,lbw b Shaheen Shah Afridi
Josh Inglis,18,2,18,13,9,3,0,144.44,0,1,c †Mohammad Rizwan b Haris Rauf
Marnus Labuschagne,19,2,18,8,12,1,0,66.66,0,1,c sub (Shadab Khan) b Haris Rauf
Pat Cummins,27,2,18,6,8,0,0,75.00,0,0,
Mitchell Starc,29,2,18,2,3,0,0,66.66,0,1,c Saud Shakeel b Shaheen Shah Afridi
Josh Hazlewood,28,2,18,0,1,0,0,0.00,0,1,c †Mohammad Rizwan b Shaheen Shah Afridi
Adam Zampa,30,2,18,1,1,0,0,100.00,0,0,
Abdullah Shafique,115,8,18,64,61,7,2,104.91,0,1,c Maxwell b Stoinis
Imam-ul-Haq,118,8,18,70,71,10,0,98.59,0,1,c Starc b Stoinis
Babar Azam,114,8,18,18,14,3,0,128.57,0,1,c Cummins b Zampa
Mohammad Rizwan,119,8,18,46,40,5,0,115.00,0,1,lbw b Zampa
Saud Shakeel,120,8,18,30,31,5,0,96.77,0,1,c Stoinis b Cummins
Iftikhar Ahmed,117,8,18,26,20,0,3,130.00,0,1,lbw b Zampa
Mohammad Nawaz,122,8,18,14,16,0,1,87.50,0,1,st †Inglis b Zampa
Usama Mir,128,8,18,0,3,0,0,0.00,0,1,c Starc b Hazlewood
Shaheen Shah Afridi,127,8,18,10,8,2,0,125.00,0,1,c Labuschagne b Cummins
Hasan Ali,126,8,18,8,8,2,0,100.00,0,1,c †Inglis b Starc
Haris Rauf,125,8,18,0,1,0,0,0.00,0,0,
Vikramjit Singh,86,6,19,4,13,1,0,30.76,0,1,lbw b Rajitha
Max O'Dowd,85,6,19,16,27,1,1,59.25,0,1, b Rajitha
Colin Ackermann,87,6,19,29,31,5,0,93.54,0,1,c †Mendis b Rajitha
Bas de Leede,88,6,19,6,21,0,0,28.57,0,1,c Perera b Madushanka
Teja Nidamanuru,90,6,19,9,16,0,0,56.25,0,1,lbw b Madushanka
Scott Edwards,82,6,19,16,16,0,0,100.00,0,1, b Theekshana
Sybrand Engelbrecht,89,6,19,70,82,4,1,85.36,0,1, b Madushanka
Logan van Beek,95,6,19,59,75,1,1,78.66,0,1,c Asalanka b Rajitha
Roelof van der Merwe,92,6,19,7,7,0,0,100.00,0,1,c †Mendis b Madushanka
Aryan Dutt,93,6,19,9,6,1,0,150.00,0,0,
Paul van Meekeren,96,6,19,4,5,0,0,80.00,0,1,run out (†Mendis/Madushanka)
Pathum Nissanka,148,10,19,54,52,9,0,103.84,0,1,c †Edwards b van Meekeren
Kusal Perera,149,10,19,5,8,1,0,62.50,0,1,c de Leede b Dutt
Kusal Mendis,146,10,19,11,17,2,0,64.70,0,1,c van Meekeren b Dutt
Sadeera Samarawickrama,150,10,19,91,107,7,0,85.04,0,0,
Charith Asalanka,151,10,19,44,66,2,1,66.66,0,1, b Dutt
Dhananjaya de Silva,152,10,19,30,37,1,2,81.08,0,1, b Ackermann
Dushan Hemantha,153,10,19,4,3,1,0,133.33,0,0,
Kusal Mendis,146,10,19,0,0,0,0,0,1,0,
Chamika Karunaratne,154,10,19,0,0,0,0,0,1,0,
Maheesh Theekshana,160,10,19,0,0,0,0,0,1,0,
Kasun Rajitha,159,10,19,0,0,0,0,0,1,0,
Dilshan Madushanka,158,10,19,0,0,0,0,0,1,0,
Quinton de Kock,130,9,20,4,2,1,0,200.00,0,1,c †Buttler b Topley
Reeza Hendricks,131,9,20,85,75,9,3,113.33,0,1, b Rashid
Rassie van der Dussen,135,9,20,60,61,8,0,98.36,0,1,c Bairstow b Rashid
Aiden Markram,133,9,20,42,44,4,0,95.45,0,1,c Bairstow b Topley
Heinrich Klaasen,132,9,20,109,67,12,4,162.68,0,1, b Atkinson
David Miller,134,9,20,5,6,1,0,83.33,0,1,c Stokes b Topley
Marco Jansen,136,9,20,75,42,3,6,178.57,0,0,
Gerald Coetzee,138,9,20,3,3,0,0,100.00,0,1,c sub (LS Livingstone) b Atkinson
Keshav Maharaj,139,9,20,1,1,0,0,100.00,0,0,
Quinton de Kock,130,9,20,0,0,0,0,0,1,0,
Aiden Markram,133,9,20,0,0,0,0,0,1,0,
Kagiso Rabada,141,9,20,0,0,0,0,0,1,0,
Lungi Ngidi,140,9,20,0,0,0,0,0,1,0,
Jonny Bairstow,49,4,20,10,12,1,1,83.33,0,1,c van der Dussen b Ngidi
Dawid Malan,51,4,20,6,11,1,0,54.54,0,1,c †de Kock b Jansen
Joe Root,52,4,20,2,6,0,0,33.33,0,1,c Miller b Jansen
Ben Stokes,58,4,20,5,8,1,0,62.50,0,1,c & b Rabada
Harry Brook,50,4,20,17,25,2,1,68.00,0,1,lbw b Coetzee
Jos Buttler,48,4,20,15,7,2,1,214.28,0,1,c †de Kock b Coetzee
David Willey,59,4,20,12,12,1,1,100.00,0,1,c Rabada b Ngidi
Adil Rashid,62,4,20,10,14,1,0,71.42,0,1,c Hendricks b Coetzee
Gus Atkinson,61,4,20,35,21,7,0,166.66,0,1, b Maharaj
Mark Wood,63,4,20,43,17,2,5,252.94,0,0,
Reece Topley,64,4,20,0,-,0,0,0,1,0,Retired hurt
Devon Conway,100,7,21,0,9,0,0,0.00,0,1,c Iyer b Mohammed Siraj
Will Young,101,7,21,17,27,3,0,62.96,0,1, b Mohammed Shami
Rachin Ravindra,106,7,21,75,87,6,1,86.20,0,1,c Shubman Gill b Mohammed Shami
Daryl Mitchell,103,7,21,130,127,9,5,102.36,0,1,c Kohli b Mohammed Shami
Tom Latham,99,7,21,5,7,1,0,71.42,0,1,lbw b Kuldeep Yadav
Glenn Phillips,105,7,21,23,26,0,1,88.46,0,1,c Sharma b Kuldeep Yadav
Mark Chapman,102,7,21,6,8,0,0,75.00,0,1,c Kohli b Bumrah
Mitchell Santner,107,7,21,1,2,0,0,50.00,0,1, b Mohammed Shami
Matt Henry,113,7,21,0,1,0,0,0.00,0,1, b Mohammed Shami
Lockie Ferguson,109,7,21,1,5,0,0,20.00,0,1,run out (†Rahul)
Trent Boult,108,7,21,0,1,0,0,0.00,0,0,
Rohit Sharma,65,5,21,46,40,4,4,115.00,0,1, b Ferguson
Shubman Gill,70,5,21,26,31,5,0,83.87,0,1,c Mitchell b Ferguson
Virat Kohli,68,5,21,95,104,8,2,91.34,0,1,c Phillips b Henry
Shreyas Iyer,67,5,21,33,29,6,0,113.79,0,1,c Conway b Boult
KL Rahul,69,5,21,27,35,3,0,77.14,0,1,lbw b Santner
Suryakumar Yadav,71,5,21,2,4,0,0,50.00,0,1,run out (Santner/Boult/†Latham)
Ravindra Jadeja,73,5,21,39,44,3,1,88.63,0,0,
Mohammed Shami,78,5,21,1,1,0,0,100.00,0,0,
Rohit Sharma,65,5,21,0,0,0,0,0,1,0,
KL Rahul,69,5,21,0,0,0,0,0,1,0,
Jasprit Bumrah,76,5,21,0,0,0,0,0,1,0,
Kuldeep Yadav,77,5,21,0,0,0,0,0,1,0,
Mohammed Siraj,79,5,21,0,0,0,0,0,1,0,
Abdullah Shafique,115,8,22,58,75,5,2,77.33,0,1,lbw b Noor Ahmad
Imam-ul-Haq,118,8,22,17,22,2,0,77.27,0,1,c Naveen-ul-Haq b Azmatullah Omarzai
Babar Azam,114,8,22,74,92,4,1,80.43,0,1,c Mohammad Nabi b Noor Ahmad
Mohammad Rizwan,119,8,22,8,10,0,1,80.00,0,1,c Mujeeb Ur Rahman b Noor Ahmad
Saud Shakeel,120,8,22,25,34,3,0,73.52,0,1,c Rashid Khan b Mohammad Nabi
Shadab Khan,124,8,22,40,38,1,1,105.26,0,1,c Mohammad Nabi b Naveen-ul-Haq
Iftikhar Ahmed,117,8,22,40,27,2,4,148.14,0,1,c Azmatullah Omarzai b Naveen-ul-Haq
Shaheen Shah Afridi,127,8,22,3,3,0,0,100.00,0,0,
Babar Azam,114,8,22,0,0,0,0,0,1,0,
Mohammad Rizwan,119,8,22,0,0,0,0,0,1,0,
Usama Mir,128,8,22,0,0,0,0,0,1,0,
Hasan Ali,126,8,22,0,0,0,0,0,1,0,
Haris Rauf,125,8,22,0,0,0,0,0,1,0,
Rahmanullah Gurbaz,5,1,22,65,53,9,1,122.64,0,1,c Usama Mir b Shaheen Shah Afridi
Ibrahim Zadran,2,1,22,87,113,10,0,76.99,0,1,c †Mohammad Rizwan b Hasan Ali
Rahmat Shah,9,1,22,77,84,5,2,91.66,0,0,
Hashmatullah Shahidi,1,1,22,48,45,4,0,106.66,0,0,
Hashmatullah Shahidi,1,1,22,0,0,0,0,0,1,0,
Azmatullah Omarzai,7,1,22,0,0,0,0,0,1,0,
Ikram Alikhil,3,1,22,0,0,0,0,0,1,0,
Mohammad Nabi,8,1,22,0,0,0,0,0,1,0,
Rashid Khan,10,1,22,0,0,0,0,0,1,0,
Mujeeb Ur Rahman,13,1,22,0,0,0,0,0,1,0,
Naveen-ul-Haq,14,1,22,0,0,0,0,0,1,0,
Noor Ahmad,15,1,22,0,0,0,0,0,1,0,
Quinton de Kock,130,9,23,174,140,15,7,124.28,0,1,c Nasum Ahmed b Hasan Mahmud
Reeza Hendricks,131,9,23,12,19,1,0,63.15,0,1, b Shoriful Islam
Rassie van der Dussen,135,9,23,1,7,0,0,14.28,0,1,lbw b Mehidy Hasan Miraz
Aiden Markram,133,9,23,60,69,7,0,86.95,0,1,c Litton Das b Shakib Al Hasan
Heinrich Klaasen,132,9,23,90,49,2,8,183.67,0,1,c Mahmudullah b Hasan Mahmud
David Miller,134,9,23,34,15,1,4,226.66,0,0,
Marco Jansen,136,9,23,1,1,0,0,100.00,0,0,
Quinton de Kock,130,9,23,0,0,0,0,0,1,0,
Aiden Markram,133,9,23,0,0,0,0,0,1,0,
Gerald Coetzee,138,9,23,0,0,0,0,0,1,0,
Keshav Maharaj,139,9,23,0,0,0,0,0,1,0,
Kagiso Rabada,141,9,23,0,0,0,0,0,1,0,
Lizaad Williams,143,9,23,0,0,0,0,0,1,0,
Tanzid Hasan,36,3,23,12,17,1,0,70.58,0,1,c †Klaasen b Jansen
Litton Das,34,3,23,22,44,3,1,50.00,0,1,lbw b Rabada
Najmul Hossain Shanto,32,3,23,0,1,0,0,0.00,0,1,c †Klaasen b Jansen
Shakib Al Hasan,41,3,23,1,4,0,0,25.00,0,1,c †Klaasen b Williams
Mushfiqur Rahim,35,3,23,8,17,1,0,47.05,0,1,c sub (AL Phehlukwayo) b Coetzee
Mahmudullah,39,3,23,111,111,11,4,100.00,0,1,c Jansen b Coetzee
Mehidy Hasan Miraz,40,3,23,11,19,1,0,57.89,0,1,c sub (AL Phehlukwayo) b Maharaj
Nasum Ahmed,44,3,23,19,19,3,0,100.00,0,1,c & b Coetzee
Hasan Mahmud,42,3,23,15,25,2,0,60.00,0,1,c Coetzee b Rabada
Mustafizur Rahman,43,3,23,11,21,2,0,52.38,0,1,c Miller b Williams
Shoriful Islam,45,3,23,6,4,1,0,150.00,0,0,
Mitchell Marsh,24,2,24,9,15,2,0,60.00,0,1,c Ackermann b van Beek
David Warner,21,2,24,104,93,11,3,111.82,0,1,c Dutt b van Beek
Steven Smith,20,2,24,71,68,9,1,104.41,0,1,c van der Merwe b Dutt
Marnus Labuschagne,19,2,24,62,47,7,2,131.91,0,1,c Dutt b de Leede
Josh Inglis,18,2,24,14,12,1,1,116.66,0,1,c Engelbrecht b de Leede
Glenn Maxwell,25,2,24,106,44,9,8,240.90,0,1,c Engelbrecht b van Beek
Cameron Green,23,2,24,8,11,1,0,72.72,0,1,run out (Engelbrecht)
Pat Cummins,27,2,24,12,9,2,0,133.33,0,0,
Mitchell Starc,29,2,24,0,1,0,0,0.00,0,1,c Ackermann b van Beek
Adam Zampa,30,2,24,1,1,0,0,100.00,0,0,
Josh Inglis,18,2,24,0,0,0,0,0,1,0,
Pat Cummins,27,2,24,0,0,0,0,0,1,0,
Josh Hazlewood,28,2,24,0,0,0,0,0,1,0,
Vikramjit Singh,86,6,24,25,25,6,0,100.00,0,1,run out (Maxwell)
Max O'Dowd,85,6,24,6,9,1,0,66.66,0,1, b Starc
Colin Ackermann,87,6,24,10,11,2,0,90.90,0,1,lbw b Hazlewood
Sybrand Engelbrecht,89,6,24,11,21,1,0,52.38,0,1,c Warner b Marsh
Bas de Leede,88,6,24,4,7,1,0,57.14,0,1,lbw b Cummins
Scott Edwards,82,6,24,12,22,0,0,54.54,0,0,
Teja Nidamanuru,90,6,24,14,18,2,0,77.77,0,1,c †Inglis b Marsh
Logan van Beek,95,6,24,0,3,0,0,0.00,0,1,c †Inglis b Zampa
Roelof van der Merwe,92,6,24,0,1,0,0,0.00,0,1,lbw b Zampa
Aryan Dutt,93,6,24,1,8,0,0,12.50,0,1,lbw b Zampa
Paul van Meekeren,96,6,24,0,1,0,0,0.00,0,1,st †Inglis b Zampa
Jonny Bairstow,49,4,25,30,31,3,0,96.77,0,1,c de Silva b Rajitha
Dawid Malan,51,4,25,28,25,6,0,112.00,0,1,c †Mendis b Mathews
Joe Root,52,4,25,3,10,0,0,30.00,0,1,run out (Mathews/†Mendis)
Ben Stokes,58,4,25,43,73,6,0,58.90,0,1,c sub (MADI Hemantha) b Kumara
Jos Buttler,48,4,25,8,6,1,0,133.33,0,1,c †Mendis b Kumara
Liam Livingstone,57,4,25,1,6,0,0,16.66,0,1,lbw b Kumara
Moeen Ali,54,4,25,15,15,1,0,100.00,0,1,c Perera b Mathews
Chris Woakes,60,4,25,0,4,0,0,0.00,0,1,c Samarawickrama b Rajitha
David Willey,59,4,25,14,17,1,1,82.35,0,0,
Adil Rashid,62,4,25,2,7,0,0,28.57,0,1,run out (†Mendis)
Mark Wood,63,4,25,5,6,1,0,83.33,0,1,st †Mendis b Theekshana
Pathum Nissanka,148,10,25,77,83,7,2,92.77,0,0,
Kusal Perera,149,10,25,4,5,1,0,80.00,0,1,c Stokes b Willey
Kusal Mendis,146,10,25,11,12,2,0,91.66,0,1,c †Buttler b Willey
Sadeera Samarawickrama,150,10,25,65,54,7,1,120.37,0,0,
Kusal Mendis,146,10,25,0,0,0,0,0,1,0,
Charith Asalanka,151,10,25,0,0,0,0,0,1,0,
Dhananjaya de Silva,152,10,25,0,0,0,0,0,1,0,
Angelo Mathews,155,10,25,0,0,0,0,0,1,0,
Maheesh Theekshana,160,10,25,0,0,0,0,0,1,0,
Kasun Rajitha,159,10,25,0,0,0,0,0,1,0,
Dilshan Madushanka,158,10,25,0,0,0,0,0,1,0,
Lahiru Kumara,162,10,25,0,0,0,0,0,1,0,
Abdullah Shafique,115,8,26,9,17,1,0,52.94,0,1,c Ngidi b Jansen
Imam-ul-Haq,118,8,26,12,18,2,0,66.66,0,1,c Klaasen b Jansen
Babar Azam,114,8,26,50,65,4,1,76.92,0,1,c †de Kock b Shamsi
Mohammad Rizwan,119,8,26,31,27,4,1,114.81,0,1,c †de Kock b Coetzee
Iftikhar Ahmed,117,8,26,21,31,1,1,67.74,0,1,c Klaasen b Shamsi
Saud Shakeel,120,8,26,52,52,7,0,100.00,0,1,c †de Kock b Shamsi
Shadab Khan,124,8,26,43,36,3,2,119.44,0,1,c Maharaj b Coetzee
Mohammad Nawaz,122,8,26,24,24,1,2,100.00,0,1,c Miller b Jansen
Shaheen Shah Afridi,127,8,26,2,4,0,0,50.00,0,1,c Maharaj b Shamsi
Mohammad Wasim,123,8,26,7,9,0,1,77.77,0,1,c †de Kock b Ngidi
Haris Rauf,125,8,26,0,1,0,0,0.00,0,0,
Temba Bavuma,129,9,26,28,27,4,1,103.70,0,1,c Saud Shakeel b Mohammad Wasim
Quinton de Kock,130,9,26,24,14,5,0,171.42,0,1,c Mohammad Wasim b Shaheen Shah Afridi
Rassie van der Dussen,135,9,26,21,39,0,0,53.84,0,1,lbw b Usama Mir
Aiden Markram,133,9,26,91,93,7,3,97.84,0,1,c Babar Azam b Usama Mir
Heinrich Klaasen,132,9,26,12,10,0,1,120.00,0,1,c Usama Mir b Mohammad Wasim
David Miller,134,9,26,29,33,2,2,87.87,0,1,c †Mohammad Rizwan b Shaheen Shah Afridi
Marco Jansen,136,9,26,20,14,2,1,142.85,0,1,c Babar Azam b Haris Rauf
Gerald Coetzee,138,9,26,10,13,0,0,76.92,0,1,c †Mohammad Rizwan b Shaheen Shah Afridi
Keshav Maharaj,139,9,26,7,21,1,0,33.33,0,0,
Lungi Ngidi,140,9,26,4,14,0,0,28.57,0,1,c & b Haris Rauf
Tabraiz Shamsi,142,9,26,4,6,0,0,66.66,0,0,
David Warner,21,2,27,81,65,5,6,124.61,0,1,c & b Phillips
Travis Head,17,2,27,109,67,10,7,162.68,0,1, b Phillips
Mitchell Marsh,24,2,27,36,51,2,0,70.58,0,1, b Santner
Steven Smith,20,2,27,18,17,2,0,105.88,0,1,c Boult b Phillips
Marnus Labuschagne,19,2,27,18,26,2,0,69.23,0,1,c Ravindra b Santner
Glenn Maxwell,25,2,27,41,24,5,2,170.83,0,1,c Boult b Neesham
Josh Inglis,18,2,27,38,28,4,1,135.71,0,1,c Phillips b Boult
Pat Cummins,27,2,27,37,14,2,4,264.28,0,1,lbw b Boult
Mitchell Starc,29,2,27,1,3,0,0,33.33,0,1,c Neesham b Henry
Adam Zampa,30,2,27,0,3,0,0,0.00,0,1, b Boult
Josh Hazlewood,28,2,27,0,0,0,0,-,0,0,
Devon Conway,100,7,27,28,17,6,0,164.70,0,1,c Starc b Hazlewood
Will Young,101,7,27,32,37,4,1,86.48,0,1,c Starc b Hazlewood
Rachin Ravindra,106,7,27,116,89,9,5,130.33,0,1,c Labuschagne b Cummins
Daryl Mitchell,103,7,27,54,51,6,1,105.88,0,1,c Starc b Zampa
Tom Latham,99,7,27,21,22,2,0,95.45,0,1,c Hazlewood b Zampa
Glenn Phillips,105,7,27,12,16,1,0,75.00,0,1,c Labuschagne b Maxwell
James Neesham,104,7,27,58,39,3,3,148.71,0,1,run out (Labuschagne/†Inglis)
Mitchell Santner,107,7,27,17,12,1,1,141.66,0,1,c Maxwell b Zampa
Matt Henry,113,7,27,9,8,1,0,112.50,0,1,c Hazlewood b Cummins
Trent Boult,108,7,27,10,8,0,1,125.00,0,0,
Lockie Ferguson,109,7,27,0,1,0,0,0.00,0,0,
Vikramjit Singh,86,6,28,3,9,0,0,33.33,0,1,c Shakib Al Hasan b Taskin Ahmed
Max O'Dowd,85,6,28,0,3,0,0,0.00,0,1,c Tanzid Hasan b Shoriful Islam
Wesley Barresi,83,6,28,41,41,8,0,100.00,0,1,c Shakib Al Hasan b Mustafizur Rahman
Colin Ackermann,87,6,28,15,33,1,0,45.45,0,1,c Mustafizur Rahman b Shakib Al Hasan
Scott Edwards,82,6,28,68,89,6,0,76.40,0,1,c Mehidy Hasan Miraz b Mustafizur Rahman
Bas de Leede,88,6,28,17,32,2,0,53.12,0,1,c †Mushfiqur Rahim b Taskin Ahmed
Sybrand Engelbrecht,89,6,28,35,61,3,0,57.37,0,1,lbw b Mahedi Hasan
Logan van Beek,95,6,28,23,16,2,1,143.75,0,0,
Shariz Ahmad,94,6,28,6,8,0,0,75.00,0,1,run out (Mahmudullah/†Mushfiqur Rahim)
Aryan Dutt,93,6,28,9,6,0,1,150.00,0,1,c Mehidy Hasan Miraz b Shoriful Islam
Paul van Meekeren,96,6,28,0,2,0,0,0.00,0,1,lbw b Mahedi Hasan
Litton Das,34,3,28,3,12,0,0,25.00,0,1,c †Edwards b Dutt
Tanzid Hasan,36,3,28,15,16,3,0,93.75,0,1,c †Edwards b van Beek
Mehidy Hasan Miraz,40,3,28,35,40,5,1,87.50,0,1,c †Edwards b de Leede
Najmul Hossain Shanto,32,3,28,9,18,2,0,50.00,0,1,c van Beek b van Meekeren
Shakib Al Hasan,41,3,28,5,14,0,0,35.71,0,1,c †Edwards b van Meekeren
Mushfiqur Rahim,35,3,28,1,5,0,0,20.00,0,1, b van Meekeren
Mahmudullah,39,3,28,20,41,2,0,48.78,0,1,c Dutt b de Leede
Mahedi Hasan,38,3,28,17,38,1,0,44.73,0,1,run out (de Leede)
Taskin Ahmed,47,3,28,11,35,1,0,31.42,0,1,c de Leede b van Meekeren
Mustafizur Rahman,43,3,28,20,35,2,1,57.14,0,1, b Ackermann
Shoriful Islam,45,3,28,0,0,0,0,-,0,0,
Rohit Sharma,65,5,29,87,101,10,3,86.13,0,1,c Livingstone b Rashid
Shubman Gill,70,5,29,9,13,1,0,69.23,0,1, b Woakes
Virat Kohli,68,5,29,0,9,0,0,0.00,0,1,c Stokes b Willey
Shreyas Iyer,67,5,29,4,16,0,0,25.00,0,1,c Wood b Woakes
KL Rahul,69,5,29,39,58,3,0,67.24,0,1,c Bairstow b Willey
Suryakumar Yadav,71,5,29,49,47,4,1,104.25,0,1,c Woakes b Willey
Ravindra Jadeja,73,5,29,8,13,0,0,61.53,0,1,lbw b Rashid
Mohammed Shami,78,5,29,1,5,0,0,20.00,0,1,c †Buttler b Wood
Jasprit Bumrah,76,5,29,16,25,1,0,64.00,0,1,run out (†Buttler)
Kuldeep Yadav,77,5,29,9,13,1,0,69.23,0,0,
Rohit Sharma,65,5,29,0,0,0,0,0,1,0,
KL Rahul,69,5,29,0,0,0,0,0,1,0,
Mohammed Siraj,79,5,29,0,0,0,0,0,1,0,
Jonny Bairstow,49,4,29,14,23,2,0,60.86,0,1, b Mohammed Shami
Dawid Malan,51,4,29,16,17,2,1,94.11,0,1, b Bumrah
Joe Root,52,4,29,0,1,0,0,0.00,0,1,lbw b Bumrah
Ben Stokes,58,4,29,0,10,0,0,0.00,0,1, b Mohammed Shami
Jos Buttler,48,4,29,10,23,1,0,43.47,0,1, b Kuldeep Yadav
Moeen Ali,54,4,29,15,31,0,0,48.38,0,1,c †Rahul b Mohammed Shami
Liam Livingstone,57,4,29,27,46,2,0,58.69,0,1,lbw b Kuldeep Yadav
Chris Woakes,60,4,29,10,20,1,0,50.00,0,1,st †Rahul b Jadeja
David Willey,59,4,29,16,17,0,2,94.11,0,0,
Adil Rashid,62,4,29,13,20,2,0,65.00,0,1, b Mohammed Shami
Mark Wood,63,4,29,0,1,0,0,0.00,0,1, b Bumrah
Pathum Nissanka,148,10,30,46,60,5,0,76.66,0,1,c †Rahmanullah Gurbaz b Azmatullah Omarzai
Dimuth Karunaratne,147,10,30,15,21,1,0,71.42,0,1,lbw b Fazalhaq Farooqi
Kusal Mendis,146,10,30,39,50,3,0,78.00,0,1,c sub (Najibullah Zadran) b Mujeeb Ur Rahman
Sadeera Samarawickrama,150,10,30,36,40,3,0,90.00,0,1,lbw b Mujeeb Ur Rahman
Charith Asalanka,151,10,30,22,28,2,0,78.57,0,1,c Rashid Khan b Fazalhaq Farooqi
Dhananjaya de Silva,152,10,30,14,26,1,0,53.84,0,1, b Rashid Khan
Angelo Mathews,155,10,30,23,26,1,1,88.46,0,1,c Mohammad Nabi b Fazalhaq Farooqi
Dushmantha Chameera,157,10,30,1,4,0,0,25.00,0,1,run out (Ibrahim Zadran)
Maheesh Theekshana,160,10,30,29,31,3,1,93.54,0,1, b Fazalhaq Farooqi
Kasun Rajitha,159,10,30,5,7,0,0,71.42,0,1,run out (†Rahmanullah Gurbaz)
Dilshan Madushanka,158,10,30,0,4,0,0,0.00,0,0,
Rahmanullah Gurbaz,5,1,30,0,4,0,0,0.00,0,1, b Madushanka
Ibrahim Zadran,2,1,30,39,57,4,1,68.42,0,1,c Karunaratne b Madushanka
Rahmat Shah,9,1,30,62,74,7,0,83.78,0,1,c Karunaratne b Rajitha
Hashmatullah Shahidi,1,1,30,58,74,2,1,78.37,0,0,
Azmatullah Omarzai,7,1,30,73,63,6,3,115.87,0,0,
Hashmatullah Shahidi,1,1,30,0,0,0,0,0,1,0,
Ikram Alikhil,3,1,30,0,0,0,0,0,1,0,
Mohammad Nabi,8,1,30,0,0,0,0,0,1,0,
Rashid Khan,10,1,30,0,0,0,0,0,1,0,
Mujeeb Ur Rahman,13,1,30,0,0,0,0,0,1,0,
